Firm #,E/A,ROA,D/A,OPM,ATR,Size,QR,CR,Default=1,,
3666,0.48,0.82,0.52,0.46,1.79,1032.68,1.54,2.07,0,,
3667,0.72,0.39,0.28,0.25,1.56,1034.43,2.16,2.33,0,,
3668,0.66,0.52,0.34,0.28,1.85,1089.00,2.53,2.60,0,,
3669,0.50,0.78,0.50,0.32,2.46,1151.28,2.31,2.90,0,,
3670,0.52,0.65,0.48,0.30,2.16,1091.78,2.12,2.18,0,,
3671,0.65,0.56,0.35,0.32,1.76,988.40,1.72,1.86,0,,
3672,0.62,0.31,0.38,0.16,2.00,914.22,2.21,3.02,0,,
3673,0.62,0.63,0.38,0.35,1.80,963.81,1.51,2.02,0,,
3674,0.63,0.13,0.37,0.05,2.51,880.13,1.87,2.40,0,,
3675,0.84,0.45,0.16,0.25,1.82,854.38,2.37,2.16,0,,
3676,0.64,0.39,0.36,0.18,2.16,1089.58,2.51,2.83,0,,
3677,0.57,0.71,0.43,0.35,2.01,864.17,1.02,2.11,0,,
3678,0.35,0.57,0.65,0.25,2.28,1045.33,2.15,2.92,0,,
3679,0.75,0.48,0.25,0.36,1.35,893.77,1.63,2.09,0,,
3680,0.66,0.52,0.34,0.22,2.40,1062.37,2.22,2.63,0,,
3681,0.64,0.33,0.36,0.20,1.67,933.02,2.13,1.48,0,,
3682,0.69,0.37,0.31,0.31,1.20,822.90,2.00,1.92,0,,
3683,0.67,0.47,0.33,0.25,1.88,1054.48,1.95,2.94,0,,
3684,0.79,0.44,0.21,0.21,2.11,1054.35,2.96,3.33,0,,
3685,0.61,0.50,0.39,0.24,2.05,999.79,1.26,2.52,0,,
3686,0.65,0.67,0.35,0.37,1.79,1009.57,2.04,2.31,0,,
3687,0.55,0.54,0.45,0.26,2.06,1032.10,2.23,2.60,0,,
3688,0.59,0.62,0.41,0.29,2.12,972.12,1.52,2.62,0,,
3689,0.49,0.59,0.51,0.26,2.26,1147.02,2.65,2.25,0,,
3690,0.44,0.74,0.56,0.32,2.35,928.70,1.74,1.99,0,,
3691,0.59,0.43,0.41,0.23,1.91,1079.33,1.76,2.70,0,,
3692,0.72,0.52,0.28,0.33,1.59,878.89,1.32,2.06,0,,
3693,0.58,0.73,0.42,0.33,2.20,973.45,1.78,2.33,0,,
3694,0.46,0.79,0.54,0.41,1.92,1088.46,2.43,2.16,0,,
3695,0.61,0.57,0.39,0.32,1.78,1013.62,2.01,2.48,0,,
3696,0.56,0.57,0.44,0.34,1.69,1040.32,1.69,2.54,0,,
3697,0.70,0.49,0.30,0.30,1.63,989.41,1.74,2.55,0,,
3698,0.45,0.88,0.55,0.48,1.82,991.55,1.44,2.69,0,,
3699,0.56,0.65,0.44,0.30,2.20,1084.31,2.03,3.15,0,,
3700,0.64,0.44,0.36,0.26,1.72,997.88,2.50,3.07,0,,
3701,0.77,0.66,0.23,0.29,2.24,1040.17,2.49,2.76,0,,
3702,0.67,0.59,0.33,0.25,2.39,1013.54,2.14,3.56,0,,
3703,0.70,0.36,0.30,0.15,2.41,973.09,2.27,3.46,0,,
3704,0.65,0.48,0.35,0.23,2.06,894.83,1.94,2.04,0,,
3705,0.57,0.50,0.43,0.25,1.98,983.44,1.78,2.00,0,,
3706,0.52,0.83,0.48,0.36,2.28,1141.59,1.73,2.68,0,,
3707,0.58,0.69,0.42,0.36,1.95,902.55,1.49,1.74,0,,
3708,0.59,0.59,0.41,0.28,2.11,972.02,2.01,2.90,0,,
3709,0.56,0.75,0.44,0.33,2.28,942.96,1.77,2.19,0,,
3710,0.33,0.49,0.67,0.27,1.84,1138.75,2.00,1.36,0,,
3711,0.57,0.70,0.43,0.30,2.34,1078.08,2.86,2.61,0,,
3712,0.59,0.52,0.41,0.27,1.91,1087.74,2.42,2.59,0,,
3713,0.44,0.63,0.56,0.40,1.58,1009.73,1.64,1.19,0,,
3714,0.59,0.71,0.41,0.39,1.83,1070.05,2.39,2.54,0,,
3715,0.67,0.41,0.33,0.23,1.77,979.77,1.67,2.66,0,,
3716,0.51,0.27,0.49,0.13,2.08,1034.76,2.20,1.95,0,,
3717,0.64,0.51,0.36,0.30,1.71,982.32,1.87,2.33,0,,
3718,0.58,0.85,0.42,0.42,2.03,1105.65,2.16,2.62,0,,
3719,0.51,0.74,0.49,0.43,1.73,918.48,1.10,2.17,0,,
3720,0.52,0.69,0.48,0.38,1.83,1137.54,2.78,3.16,0,,
3721,0.76,0.66,0.24,0.37,1.80,931.83,2.11,2.89,0,,
3722,0.84,0.25,0.16,0.16,1.58,783.18,1.83,2.40,0,,
3723,0.67,0.38,0.33,0.16,2.34,818.96,1.80,2.09,0,,
3724,0.43,0.52,0.57,0.38,1.37,1018.76,1.87,1.55,0,,
3725,0.58,0.56,0.42,0.29,1.93,1000.39,2.25,2.59,0,,
3726,0.62,0.36,0.38,0.18,1.98,967.76,2.50,2.79,0,,
3727,0.62,0.76,0.38,0.37,2.09,1087.85,2.70,3.24,0,,
3728,0.50,0.92,0.50,0.46,2.02,1072.86,1.89,2.22,0,,
3729,0.57,0.71,0.43,0.33,2.15,1124.98,2.17,2.78,0,,
3730,0.55,0.63,0.45,0.34,1.87,977.89,2.23,2.71,1,,
3731,0.81,0.63,0.19,0.27,2.32,871.27,2.18,3.36,0,,
3732,0.62,0.44,0.38,0.23,1.95,923.74,1.90,2.74,0,,
3733,0.60,0.60,0.40,0.30,2.00,945.07,2.24,2.85,0,,
3734,0.69,0.60,0.31,0.37,1.65,988.04,2.17,2.33,0,,
3735,0.60,0.46,0.40,0.19,2.47,1030.57,2.43,3.12,0,,
3736,0.66,0.61,0.34,0.38,1.59,889.84,1.69,2.32,0,,
3737,0.51,0.68,0.49,0.44,1.53,1061.76,1.47,1.80,0,,
3738,0.66,0.53,0.34,0.28,1.89,924.36,1.84,2.31,0,,
3739,0.47,0.84,0.53,0.31,2.65,1176.89,2.62,3.28,0,,
3740,0.60,0.76,0.40,0.43,1.76,976.45,0.77,1.64,0,,
3741,0.51,0.66,0.49,0.36,1.81,1024.27,1.27,2.03,0,,
3742,0.37,0.83,0.63,0.39,2.12,1064.88,2.16,2.27,0,,
3743,0.59,0.60,0.41,0.29,2.08,982.74,1.73,2.11,0,,
3744,0.45,0.53,0.55,0.25,2.13,1068.07,1.67,2.23,0,,
3745,0.71,0.49,0.29,0.23,2.10,895.23,2.35,2.62,0,,
3746,0.42,0.63,0.58,0.38,1.68,933.00,0.88,1.52,0,,
3747,0.72,0.31,0.28,0.19,1.64,803.67,1.68,2.61,0,,
3748,0.61,0.31,0.39,0.30,1.06,792.17,1.54,1.83,1,,
3749,0.63,0.46,0.37,0.22,2.09,1003.69,1.76,1.89,0,,
3750,0.71,0.36,0.29,0.15,2.46,965.18,2.57,3.47,0,,
3751,0.73,0.77,0.27,0.43,1.76,1067.22,2.55,3.40,0,,
3752,0.54,0.79,0.46,0.40,1.97,993.86,1.76,2.78,0,,
3753,0.74,0.54,0.26,0.25,2.14,988.31,1.63,2.98,0,,
3754,0.73,0.64,0.27,0.39,1.67,927.69,2.16,3.90,0,,
3755,0.49,0.63,0.51,0.33,1.91,1081.26,1.33,2.13,0,,
3756,0.60,0.70,0.40,0.35,2.01,1068.94,1.95,2.88,0,,
3757,0.56,0.76,0.44,0.35,2.17,1064.33,1.70,2.83,0,,
3758,0.69,0.68,0.31,0.31,2.17,1158.43,2.63,3.44,0,,
3759,0.62,0.50,0.38,0.30,1.69,876.36,1.98,2.54,0,,
3760,0.57,0.60,0.43,0.31,1.96,988.13,1.93,2.65,0,,
3761,0.58,0.37,0.42,0.23,1.61,933.59,1.71,1.84,0,,
3762,0.42,0.87,0.58,0.45,1.94,1120.12,2.11,2.40,0,,
3763,0.66,0.46,0.34,0.26,1.79,1005.68,1.83,2.26,0,,
3764,0.61,0.62,0.39,0.29,2.11,1120.67,2.77,3.19,0,,
3765,0.52,0.49,0.48,0.21,2.31,956.01,1.61,1.90,0,,
3766,0.51,0.75,0.49,0.32,2.32,1078.20,2.12,2.40,0,,
3767,0.80,0.82,0.20,0.41,2.02,841.56,1.82,2.36,0,,
3768,0.64,0.46,0.36,0.18,2.50,852.97,1.70,2.47,0,,
3769,0.67,0.48,0.33,0.36,1.33,954.32,1.80,2.09,0,,
3770,0.60,0.34,0.40,0.16,2.19,950.70,2.17,2.50,0,,
3771,0.55,0.59,0.45,0.36,1.64,953.01,1.56,2.04,0,,
3772,0.56,0.94,0.44,0.46,2.04,959.58,1.58,3.00,0,,
3773,0.49,0.64,0.51,0.33,1.91,1002.60,1.85,2.38,1,,
3774,0.56,0.39,0.44,0.20,2.01,1052.45,2.22,3.03,0,,
3775,0.57,0.79,0.43,0.47,1.66,1082.75,1.71,2.13,0,,
3776,0.51,0.42,0.49,0.22,1.96,911.15,1.48,2.28,0,,
3777,0.56,0.49,0.44,0.24,2.02,982.05,1.92,2.34,0,,
3778,0.73,0.68,0.27,0.32,2.13,1078.24,2.65,3.35,0,,
3779,0.59,0.73,0.41,0.34,2.16,1092.71,3.16,3.02,0,,
3780,0.77,0.50,0.23,0.26,1.91,748.07,2.19,2.68,0,,
3781,0.49,0.69,0.51,0.35,1.98,1064.98,2.52,2.08,0,,
3782,0.81,0.29,0.19,0.30,0.97,911.81,1.69,1.46,0,,
3783,0.65,0.49,0.35,0.27,1.81,942.71,1.93,2.13,0,,
3784,0.59,0.68,0.41,0.33,2.07,928.57,2.13,2.83,0,,
3785,0.60,0.57,0.40,0.26,2.15,1009.97,2.06,3.48,0,,
3786,0.41,0.65,0.59,0.29,2.28,1102.17,1.43,2.00,0,,
3787,0.59,0.45,0.41,0.25,1.79,918.70,1.46,2.54,0,,
3788,0.66,0.57,0.34,0.30,1.92,949.69,1.82,3.37,0,,
3789,0.54,0.42,0.46,0.21,1.98,970.34,1.47,1.34,0,,
3790,0.72,0.48,0.28,0.21,2.31,996.87,2.18,3.09,0,,
3791,0.55,0.72,0.45,0.30,2.42,1083.90,2.36,2.82,0,,
3792,0.57,0.75,0.43,0.34,2.21,1097.17,1.95,2.07,0,,
3793,0.64,0.53,0.36,0.27,1.96,949.87,1.68,2.82,0,,
3794,0.66,0.61,0.34,0.29,2.12,921.44,1.58,2.73,0,,
3795,0.72,0.38,0.28,0.21,1.76,974.09,2.24,2.50,0,,
3796,0.79,0.27,0.21,0.11,2.41,966.58,1.92,2.95,0,,
3797,0.64,0.52,0.36,0.23,2.25,910.38,1.88,2.22,0,,
3798,0.52,0.52,0.48,0.26,2.03,1041.20,2.22,2.19,1,,
3799,0.67,0.83,0.33,0.43,1.94,1086.87,2.02,3.13,0,,
3800,0.44,0.85,0.56,0.43,1.97,1041.76,2.06,2.20,0,,
3801,0.69,0.67,0.31,0.33,2.03,1110.43,2.47,2.72,0,,
3802,0.39,0.85,0.61,0.46,1.83,1119.43,1.52,1.83,0,,
3803,0.67,0.59,0.33,0.29,2.00,867.91,1.76,2.55,0,,
3804,0.59,0.47,0.41,0.25,1.90,992.70,2.54,3.08,0,,
3805,0.46,0.68,0.54,0.41,1.65,1143.19,1.75,2.00,0,,
3806,0.48,0.52,0.52,0.26,1.99,949.83,1.03,1.72,0,,
3807,0.68,0.40,0.32,0.21,1.91,910.95,1.36,2.58,0,,
3808,0.53,0.81,0.47,0.37,2.19,1178.59,2.40,2.76,0,,
3809,0.71,0.38,0.29,0.22,1.71,971.91,2.10,2.30,0,,
3810,0.77,0.35,0.23,0.16,2.16,894.21,1.74,2.07,0,,
3811,0.53,0.45,0.47,0.24,1.90,942.42,1.69,2.14,1,,
3812,0.77,0.45,0.23,0.20,2.23,973.61,2.28,3.04,0,,
3813,0.81,0.25,0.19,0.12,2.03,911.21,2.41,2.23,1,,
3814,0.61,0.46,0.39,0.23,2.05,995.08,2.41,2.58,0,,
3815,0.46,0.65,0.54,0.38,1.72,982.69,1.76,2.61,0,,
3816,0.48,0.82,0.52,0.54,1.53,1095.54,1.49,2.31,0,,
3817,0.75,0.40,0.25,0.21,1.90,956.45,2.34,3.01,0,,
3818,0.60,0.81,0.40,0.36,2.26,1174.02,2.98,3.33,0,,
3819,0.52,0.91,0.48,0.49,1.86,1202.11,2.23,2.94,0,,
3820,0.50,0.57,0.50,0.32,1.81,999.89,1.87,2.60,0,,
3821,0.44,0.71,0.56,0.29,2.40,1051.31,1.75,1.95,0,,
3822,0.44,0.73,0.56,0.35,2.07,1041.65,1.47,2.63,1,,
3823,0.51,0.77,0.49,0.34,2.27,1220.55,2.58,3.70,0,,
3824,0.74,0.35,0.26,0.19,1.85,990.42,2.49,3.15,0,,
3825,0.60,0.64,0.40,0.31,2.04,1158.10,1.31,2.52,0,,
3826,0.74,0.34,0.26,0.21,1.60,899.69,1.59,2.82,0,,
3827,0.48,0.44,0.52,0.22,2.01,1053.71,1.95,1.94,0,,
3828,0.43,0.80,0.57,0.35,2.30,954.77,1.79,2.94,1,,
3829,0.80,0.65,0.20,0.35,1.88,859.18,1.69,1.79,0,,
3830,0.52,0.86,0.48,0.38,2.30,1095.97,2.12,2.77,0,,
3831,0.63,0.62,0.37,0.29,2.11,924.35,1.45,2.13,0,,
3832,0.65,0.69,0.35,0.36,1.93,880.76,1.88,2.60,0,,
3833,0.69,0.77,0.31,0.39,1.99,1001.49,2.30,2.59,0,,
3834,0.47,0.72,0.53,0.31,2.32,1150.90,1.73,2.52,0,,
3835,0.56,0.65,0.44,0.28,2.37,990.42,1.95,1.98,0,,
3836,0.61,0.85,0.39,0.37,2.32,1040.02,1.87,2.64,0,,
3837,0.56,0.69,0.44,0.31,2.23,1221.59,2.77,3.43,0,,
3838,0.50,0.91,0.50,0.50,1.81,1237.79,2.45,2.85,0,,
3839,0.69,0.27,0.31,0.16,1.74,824.71,2.20,2.17,0,,
3840,0.68,0.27,0.32,0.14,1.95,902.96,2.21,2.41,0,,
3841,0.53,0.41,0.47,0.21,1.97,788.84,1.53,2.31,0,,
3842,0.44,0.67,0.56,0.35,1.95,1094.28,2.18,2.66,0,,
3843,0.47,0.79,0.53,0.32,2.49,1094.77,2.30,3.06,0,,
3844,0.61,0.49,0.39,0.27,1.78,994.11,1.92,2.26,0,,
3845,0.73,0.72,0.27,0.37,1.96,1104.55,2.45,2.12,0,,
3846,0.83,0.35,0.17,0.24,1.45,908.49,2.60,3.10,0,,
3847,0.69,0.59,0.31,0.33,1.79,856.99,1.51,2.32,0,,
3848,0.49,0.90,0.51,0.48,1.86,964.33,1.78,2.55,0,,
3849,0.65,0.67,0.35,0.40,1.67,1015.93,2.13,2.96,0,,
3850,0.57,0.61,0.43,0.26,2.35,971.12,2.61,2.88,0,,
3851,0.58,0.86,0.42,0.52,1.66,995.33,1.31,1.94,0,,
3852,0.82,0.72,0.18,0.35,2.04,793.64,1.65,2.35,0,,
3853,0.47,0.66,0.53,0.35,1.89,979.93,1.18,2.44,0,,
3854,0.40,0.47,0.60,0.24,1.97,1084.04,1.39,2.46,0,,
3855,0.60,0.91,0.40,0.47,1.95,1016.89,2.54,2.03,0,,
3856,0.50,0.80,0.50,0.31,2.59,1086.20,2.02,2.25,0,,
3857,0.68,0.63,0.32,0.27,2.31,949.59,2.36,2.14,0,,
3858,0.54,0.73,0.46,0.31,2.32,1071.78,1.62,1.55,0,,
3859,0.39,0.84,0.61,0.36,2.30,1098.44,1.80,2.08,0,,
3860,0.47,1.23,0.53,0.54,2.27,1269.40,1.60,1.90,0,,
3861,0.67,0.90,0.33,0.42,2.14,964.70,1.35,2.95,0,,
3862,0.70,0.50,0.30,0.27,1.85,977.90,2.70,2.41,0,,
3863,0.59,0.84,0.41,0.46,1.85,1070.16,2.01,2.39,0,,
3864,0.62,0.47,0.38,0.26,1.79,813.11,1.20,1.42,0,,
3865,0.61,0.41,0.39,0.19,2.09,984.19,2.17,3.02,0,,
3866,0.47,0.66,0.53,0.28,2.36,971.29,2.53,3.01,0,,
3867,0.58,0.54,0.42,0.24,2.20,890.46,2.02,3.03,0,,
3868,0.43,0.60,0.57,0.32,1.87,1028.94,2.16,1.68,0,,
3869,0.60,0.68,0.40,0.29,2.34,1125.03,2.17,2.57,0,,
3870,0.61,0.81,0.39,0.38,2.15,1089.01,2.02,3.09,0,,
3871,0.52,0.61,0.48,0.25,2.46,1162.50,2.76,2.74,0,,
3872,0.56,0.81,0.44,0.41,1.99,1024.24,1.36,2.78,0,,
3873,0.62,0.61,0.38,0.27,2.28,1007.97,2.46,2.96,0,,
3874,0.76,0.62,0.24,0.32,1.95,1008.41,2.58,2.34,0,,
3875,0.71,0.84,0.29,0.46,1.84,1101.83,2.34,3.20,0,,
3876,0.54,0.66,0.46,0.33,2.01,972.03,2.11,2.40,0,,
3877,0.55,0.68,0.45,0.36,1.88,994.61,2.33,1.99,0,,
3878,0.75,0.33,0.25,0.20,1.62,874.02,1.98,2.71,0,,
3879,0.59,0.63,0.41,0.33,1.95,1003.78,1.87,2.00,0,,
3880,0.55,0.46,0.45,0.23,1.97,1003.43,2.01,2.46,0,,
3881,0.72,0.45,0.28,0.26,1.74,960.65,1.82,2.22,0,,
3882,0.70,0.40,0.30,0.21,1.92,896.99,2.89,2.87,0,,
3883,0.48,0.73,0.52,0.33,2.19,1079.03,1.98,2.65,0,,
3884,0.78,0.29,0.22,0.18,1.62,935.76,2.48,2.01,0,,
3885,0.56,0.78,0.44,0.39,1.98,953.04,1.60,1.80,0,,
3886,0.50,0.68,0.50,0.35,1.96,996.82,1.84,2.60,0,,
3887,0.78,0.22,0.22,0.14,1.57,647.39,2.05,3.28,0,,
3888,0.61,0.17,0.39,0.11,1.59,969.55,2.25,2.36,0,,
3889,0.72,0.30,0.28,0.13,2.33,1009.34,2.20,3.39,0,,
3890,0.59,0.42,0.41,0.21,2.01,921.26,2.50,3.30,0,,
3891,0.64,0.62,0.36,0.29,2.14,960.45,2.15,2.41,0,,
3892,0.77,0.58,0.23,0.30,1.90,1130.02,2.46,2.97,0,,
3893,0.54,0.40,0.46,0.19,2.05,986.82,2.14,2.31,0,,
3894,0.54,0.34,0.46,0.14,2.48,857.60,1.77,2.76,0,,
3895,0.66,0.53,0.34,0.24,2.23,1081.16,2.82,3.77,0,,
3896,0.55,0.33,0.45,0.14,2.29,1004.24,1.65,2.85,0,,
3897,0.73,0.55,0.27,0.25,2.19,1064.98,2.42,2.77,1,,
3898,0.72,0.35,0.28,0.16,2.15,1029.68,2.40,2.78,0,,
3899,0.72,0.66,0.28,0.32,2.05,796.44,2.07,2.80,0,,
3900,0.61,0.42,0.39,0.24,1.77,923.40,2.47,2.69,0,,
3901,0.65,0.66,0.35,0.30,2.24,1204.40,2.38,2.89,0,,
3902,0.41,0.44,0.59,0.24,1.80,1000.84,1.94,1.80,0,,
3903,0.61,0.77,0.39,0.47,1.65,995.54,1.68,2.05,0,,
3904,0.54,0.70,0.46,0.32,2.19,1047.72,1.93,2.64,0,,
3905,0.54,0.56,0.46,0.28,1.96,1108.08,2.09,2.74,0,,
3906,0.56,0.41,0.44,0.18,2.31,977.11,2.32,3.29,0,,
3907,0.58,0.72,0.42,0.34,2.12,1161.63,1.78,2.70,0,,
3908,0.48,0.45,0.52,0.22,2.06,931.74,1.58,2.11,0,,
3909,0.72,0.37,0.28,0.16,2.26,829.60,2.06,3.43,0,,
3910,0.44,0.60,0.56,0.26,2.28,989.23,1.03,1.78,0,,
3911,0.53,0.53,0.47,0.25,2.14,960.91,2.25,2.34,0,,
3912,0.71,0.48,0.29,0.22,2.23,975.31,1.88,2.21,0,,
3913,0.49,0.89,0.51,0.48,1.83,1250.96,1.94,2.28,0,,
3914,0.48,0.67,0.52,0.39,1.74,933.63,1.96,1.42,0,,
3915,0.43,0.99,0.57,0.47,2.12,979.12,1.78,2.52,0,,
3916,0.64,0.07,0.36,0.03,2.49,849.54,1.77,2.01,0,,
3917,0.44,0.60,0.56,0.31,1.95,900.61,1.29,1.83,0,,
3918,0.57,0.70,0.43,0.29,2.42,1058.07,2.56,2.36,0,,
3919,0.75,0.39,0.25,0.24,1.63,893.65,1.48,1.95,0,,
3920,0.68,0.67,0.32,0.45,1.51,925.87,1.93,3.05,0,,
3921,0.51,0.61,0.49,0.27,2.27,1080.70,1.99,2.06,0,,
3922,0.42,0.43,0.58,0.26,1.66,871.35,1.14,1.65,0,,
3923,0.72,0.47,0.28,0.31,1.52,907.17,1.92,2.11,0,,
3924,0.61,0.36,0.39,0.18,2.04,966.25,1.84,2.73,0,,
3925,0.67,0.92,0.33,0.45,2.06,1040.59,2.07,2.21,0,,
3926,0.41,1.04,0.59,0.44,2.38,1151.75,1.92,2.43,0,,
3927,0.69,0.73,0.31,0.51,1.43,982.55,2.29,2.98,0,,
3928,0.47,0.71,0.53,0.38,1.85,1005.60,1.66,1.83,0,,
3929,0.66,0.62,0.34,0.31,2.03,969.37,1.84,3.02,0,,
3930,0.52,0.94,0.48,0.44,2.16,1098.41,1.93,2.43,0,,
3931,0.73,0.73,0.27,0.29,2.56,973.88,2.25,3.18,0,,
3932,0.45,0.72,0.55,0.33,2.20,1074.51,2.43,2.61,0,,
3933,0.82,0.35,0.18,0.16,2.16,972.53,2.30,2.14,0,,
3934,0.57,0.46,0.43,0.23,2.01,798.82,1.55,2.22,0,,
3935,0.56,0.54,0.44,0.30,1.78,949.90,1.57,2.14,0,,
3936,0.68,0.66,0.32,0.35,1.89,999.29,1.95,2.01,0,,
3937,0.70,0.71,0.30,0.38,1.88,994.43,1.74,2.75,0,,
3938,0.54,0.47,0.46,0.25,1.91,1133.00,1.67,3.00,0,,
3939,0.70,0.53,0.30,0.23,2.29,1047.22,2.47,2.50,0,,
3940,0.60,0.53,0.40,0.21,2.48,1053.55,2.36,3.32,0,,
3941,0.88,0.25,0.12,0.12,2.05,916.78,2.98,2.68,0,,
3942,0.81,0.62,0.19,0.29,2.17,878.92,2.61,2.28,0,,
3943,0.60,0.51,0.40,0.27,1.89,1027.92,2.52,2.82,0,,
3944,0.49,0.71,0.51,0.45,1.57,1027.43,1.61,2.31,0,,
3945,0.76,0.36,0.24,0.22,1.59,725.96,1.76,2.65,1,,
3946,0.53,0.82,0.47,0.40,2.05,891.24,1.96,2.15,0,,
3947,0.55,0.52,0.45,0.26,2.01,1054.61,2.33,2.34,0,,
3948,0.66,0.67,0.34,0.33,2.02,950.17,1.82,3.00,0,,
3949,0.60,0.90,0.40,0.42,2.13,1066.02,1.97,2.16,0,,
3950,0.38,0.76,0.62,0.33,2.33,1068.62,1.76,1.95,0,,
3951,0.74,0.59,0.26,0.29,2.03,882.49,1.66,2.55,0,,
3952,0.55,0.10,0.45,0.05,1.91,844.41,2.08,1.99,0,,
3953,0.58,0.50,0.42,0.26,1.93,1012.83,1.42,2.42,0,,
3954,0.57,0.63,0.43,0.33,1.94,830.87,1.06,1.64,0,,
3955,0.60,0.74,0.40,0.31,2.39,1069.34,2.17,2.81,0,,
3956,0.57,0.87,0.43,0.47,1.87,996.54,1.98,2.87,0,,
3957,0.63,0.50,0.37,0.33,1.53,1033.35,1.51,1.94,0,,
3958,0.77,0.61,0.23,0.27,2.31,971.53,2.45,2.29,0,,
3959,0.66,0.69,0.34,0.34,2.02,994.44,1.91,2.33,0,,
3960,0.58,0.39,0.42,0.18,2.18,888.45,1.58,2.43,0,,
3961,0.57,0.51,0.43,0.26,1.95,890.68,1.80,2.30,0,,
3962,0.54,0.83,0.46,0.36,2.30,1164.51,2.20,3.22,0,,
3963,0.38,0.63,0.62,0.32,1.97,973.34,1.00,2.14,0,,
3964,0.77,0.09,0.23,0.03,2.75,997.67,1.99,3.46,0,,
3965,0.53,0.74,0.47,0.38,1.91,1131.59,2.26,2.93,1,,
3966,0.59,0.32,0.41,0.17,1.92,942.38,1.74,2.34,0,,
3967,0.60,0.32,0.40,0.18,1.80,962.49,1.40,1.97,0,,
3968,0.67,0.59,0.33,0.33,1.81,945.70,2.07,2.13,0,,
3969,0.61,0.56,0.39,0.27,2.03,945.61,2.07,2.51,0,,
3970,0.53,0.49,0.47,0.24,2.05,1096.89,1.87,2.65,0,,
3971,0.56,0.31,0.44,0.15,2.04,731.72,1.93,2.28,0,,
3972,0.76,0.44,0.24,0.21,2.11,897.18,1.85,2.45,0,,
3973,0.51,0.22,0.49,0.10,2.13,925.74,1.74,1.95,0,,
3974,0.58,0.70,0.42,0.34,2.05,965.20,1.72,2.17,0,,
3975,0.41,0.69,0.59,0.33,2.08,1178.56,2.20,2.58,0,,
3976,0.71,0.34,0.29,0.15,2.24,925.83,2.60,2.86,0,,
3977,0.67,0.42,0.33,0.27,1.56,966.34,2.19,2.72,0,,
3978,0.78,0.97,0.22,0.55,1.76,1013.64,2.10,2.43,0,,
3979,0.60,0.55,0.40,0.32,1.70,1005.54,1.82,1.73,0,,
3980,0.50,0.65,0.50,0.36,1.80,830.88,1.19,1.99,0,,
3981,0.65,0.91,0.35,0.45,2.03,1161.28,2.10,2.38,0,,
3982,0.65,0.78,0.35,0.33,2.37,1096.82,1.99,3.13,0,,
3983,0.63,0.55,0.37,0.30,1.87,917.77,2.23,2.58,0,,
3984,0.62,0.62,0.38,0.30,2.03,1078.79,2.02,2.29,0,,
3985,0.50,0.61,0.50,0.35,1.72,1101.69,1.54,2.24,0,,
3986,0.60,0.59,0.40,0.41,1.45,890.50,1.83,2.01,0,,
3987,0.65,0.72,0.35,0.32,2.24,1076.35,2.29,2.62,0,,
3988,0.54,0.90,0.46,0.43,2.10,1107.68,2.25,2.67,0,,
3989,0.74,0.50,0.26,0.26,1.90,897.62,2.06,2.55,0,,
3990,0.54,0.71,0.46,0.39,1.81,1029.92,1.51,2.21,0,,
3991,0.62,0.42,0.38,0.24,1.72,1093.01,1.80,2.87,0,,
3992,0.39,0.81,0.61,0.43,1.91,1083.86,1.51,1.89,1,,
3993,0.66,0.43,0.34,0.17,2.49,917.62,2.47,3.11,0,,
3994,0.56,0.53,0.44,0.26,2.02,1044.97,1.66,2.42,0,,
3995,0.59,0.56,0.41,0.25,2.22,1088.08,2.38,2.76,0,,
3996,0.71,0.78,0.29,0.46,1.72,1013.58,2.29,2.57,0,,
3997,0.51,0.40,0.49,0.22,1.84,947.78,1.92,2.29,0,,
3998,0.82,0.21,0.18,0.13,1.53,912.92,2.77,3.37,0,,
3999,0.79,0.60,0.21,0.29,2.10,1096.05,2.65,2.87,0,,
4000,0.73,0.33,0.27,0.16,2.11,895.56,2.30,3.43,0,,
4001,0.47,0.66,0.53,0.22,2.98,1152.52,1.85,2.62,0,,
4002,0.50,0.72,0.50,0.37,1.98,896.60,0.70,1.52,0,,
4003,0.73,0.62,0.27,0.30,2.04,919.25,2.04,2.74,0,,
4004,0.62,0.80,0.38,0.43,1.86,987.15,1.56,2.59,0,,
4005,0.67,0.56,0.33,0.32,1.73,852.66,1.90,2.30,0,,
4006,0.58,0.72,0.42,0.45,1.63,1037.79,2.31,2.42,0,,
4007,0.39,0.75,0.61,0.42,1.79,1015.10,1.61,2.33,0,,
4008,0.69,0.88,0.31,0.44,2.00,961.29,1.76,3.23,0,,
4009,0.41,0.70,0.59,0.35,1.98,1157.72,1.29,1.88,0,,
4010,0.65,0.17,0.35,0.09,1.97,894.89,2.21,3.23,0,,
4011,0.67,0.44,0.33,0.22,1.98,1041.10,2.04,2.32,0,,
4012,0.54,0.55,0.46,0.29,1.90,1022.92,2.14,2.14,0,,
4013,0.53,0.67,0.47,0.33,2.00,1182.67,2.14,2.68,0,,
4014,0.57,0.41,0.43,0.26,1.59,996.64,1.96,1.58,0,,
4015,0.75,0.49,0.25,0.32,1.51,979.92,2.11,2.11,0,,
4016,0.67,0.60,0.33,0.31,1.93,1058.26,2.50,2.26,0,,
4017,0.69,0.71,0.31,0.47,1.49,937.23,1.85,1.73,0,,
4018,0.65,0.32,0.35,0.16,1.95,835.15,1.36,1.93,0,,
